record_id,employee_id,manager_id,department,job_family,location,job_level,pay_type,hire_date,termination_date,base_pay_rate,pay_period_index,pay_period_start,pay_period_end,employment_status,tenure_months,regular_hours,overtime_hours,pay_rate,bonus,commission,retro_pay,manual_adjustment,gross_pay,deductions,net_pay,is_anomaly,anomaly_category,anomaly_dollars
4810,SYN-E00191,SYN-M0042,HR,Benefits,Seattle,4,hourly,2022-04-04,,54.68,12,2024-06-07,2024-06-20,active,26,67.2,3.39,54.68,0.0,0.0,0.0,0.0,4004.9,1098.72,2906.18,0,normal,0.0
4811,SYN-E00191,SYN-M0042,HR,Benefits,Seattle,4,hourly,2022-04-04,,54.68,13,2024-06-21,2024-07-04,active,27,70.34,1.2,54.68,0.0,0.0,0.0,0.0,3936.31,822.1,3114.21,0,normal,0.0
4812,SYN-E00191,SYN-M0042,HR,Benefits,Seattle,4,hourly,2022-04-04,,54.68,14,2024-07-05,2024-07-18,active,27,74.38,1.8,54.68,0.0,0.0,0.0,0.0,4323.82,1221.23,3102.59,0,normal,0.0
4813,SYN-E00191,SYN-M0042,HR,Benefits,Seattle,4,hourly,2022-04-04,,54.68,15,2024-07-19,2024-08-01,active,28,84.06,0.98,59.6,0.0,0.0,0.0,0.0,5167.39,1255.47,3911.91,0,normal,0.0
4814,SYN-E00191,SYN-M0042,HR,Benefits,Seattle,4,hourly,2022-04-04,,54.68,16,2024-08-02,2024-08-15,active,28,78.68,4.4,59.6,0.0,0.0,0.0,0.0,5097.78,996.41,4101.38,0,normal,0.0
4815,SYN-E00191,SYN-M0042,HR,Benefits,Seattle,4,hourly,2022-04-04,,54.68,17,2024-08-16,2024-08-29,active,29,83.04,1.18,59.6,0.0,0.0,0.0,0.0,5076.72,1374.98,3701.74,0,normal,0.0
4816,SYN-E00191,SYN-M0042,HR,Benefits,Seattle,4,hourly,2022-04-04,,54.68,18,2024-08-30,2024-09-12,active,29,83.19,1.21,59.6,0.0,0.0,0.0,0.0,5106.61,1427.89,3678.72,0,normal,0.0
4817,SYN-E00191,SYN-M0042,HR,Benefits,Seattle,4,hourly,2022-04-04,,54.68,19,2024-09-13,2024-09-26,active,30,60.74,0.63,59.6,0.0,0.0,0.0,0.0,3734.3,795.85,2938.45,0,normal,0.0
4818,SYN-E00191,SYN-M0042,HR,Benefits,Seattle,4,hourly,2022-04-04,,54.68,20,2024-09-27,2024-10-10,active,30,81.42,4.89,59.6,0.0,0.0,0.0,0.0,5295.91,1239.65,4056.26,0,normal,0.0
4819,SYN-E00191,SYN-M0042,HR,Benefits,Seattle,4,hourly,2022-04-04,,54.68,21,2024-10-11,2024-10-24,active,31,83.24,4.14,59.6,0.0,0.0,0.0,0.0,5283.13,1007.48,4275.65,0,normal,0.0
4820,SYN-E00191,SYN-M0042,HR,Benefits,Seattle,4,hourly,2022-04-04,,54.68,22,2024-10-25,2024-11-07,active,31,75.5,1.53,59.6,0.0,0.0,0.0,0.0,4586.9,1162.6,3424.3,0,normal,0.0
4821,SYN-E00191,SYN-M0042,HR,Benefits,Seattle,4,hourly,2022-04-04,,54.68,23,2024-11-08,2024-11-21,active,32,73.09,1.2,129.59,0.0,0.0,0.0,0.0,7353.09,1407.3,5945.79,1,incorrect_pay_rate,2890.22
4822,SYN-E00191,SYN-M0042,HR,Benefits,Seattle,4,hourly,2022-04-04,,54.68,24,2024-11-22,2024-12-05,active,32,84.11,4.7,59.6,0.0,0.0,0.0,0.0,5488.6,1060.85,4427.75,0,normal,0.0
4823,SYN-E00191,SYN-M0042,HR,Benefits,Seattle,4,hourly,2022-04-04,,54.68,25,2024-12-06,2024-12-19,active,33,81.12,4.16,59.6,0.0,0.0,0.0,0.0,5203.6,928.89,4274.71,0,normal,0.0
4824,SYN-E00191,SYN-M0042,HR,Benefits,Seattle,4,hourly,2022-04-04,,54.68,26,2024-12-20,2025-01-02,active,33,76.57,3.76,59.6,0.0,0.0,0.0,0.0,4828.05,1219.13,3608.92,0,normal,0.0
4825,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,1,2024-01-05,2024-01-18,active,20,80.0,2.87,5226.5,0.0,0.0,0.0,0.0,5245.22,1238.3,4006.92,0,normal,0.0
4826,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,2,2024-01-19,2024-02-01,active,21,80.0,0.86,5226.5,0.0,0.0,0.0,0.0,5343.15,969.03,4374.11,0,normal,0.0
4827,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,3,2024-02-02,2024-02-15,active,21,80.0,1.96,5226.5,0.0,645.81,0.0,0.0,6100.05,1476.86,4623.19,0,normal,0.0
4828,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,4,2024-02-16,2024-02-29,active,22,80.0,2.54,5226.5,0.0,0.0,0.0,0.0,5537.69,1447.99,4089.7,0,normal,0.0
4829,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,5,2024-03-01,2024-03-14,active,22,80.0,1.45,5226.5,0.0,0.0,0.0,0.0,5558.84,1337.99,4220.85,0,normal,0.0
4830,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,6,2024-03-15,2024-03-28,active,23,80.0,1.21,5226.5,0.0,0.0,0.0,0.0,5384.63,1403.98,3980.65,0,normal,0.0
4831,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,7,2024-03-29,2024-04-11,active,23,80.0,0.64,5226.5,0.0,500.03,0.0,0.0,5917.99,1376.47,4541.52,0,normal,0.0
4832,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,8,2024-04-12,2024-04-25,active,24,80.0,0.59,5226.5,0.0,0.0,0.0,0.0,5610.16,1659.59,3950.58,0,normal,0.0
4833,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,9,2024-04-26,2024-05-09,active,24,80.0,0.85,5226.5,0.0,0.0,0.0,0.0,5411.43,990.23,4421.2,0,normal,0.0
4834,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,10,2024-05-10,2024-05-23,active,25,80.0,0.65,5226.5,267.02,0.0,0.0,0.0,5708.43,927.21,4781.23,0,normal,0.0
4835,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,11,2024-05-24,2024-06-06,active,25,80.0,1.81,5226.5,0.0,0.0,0.0,0.0,5359.9,1130.35,4229.55,0,normal,0.0
4836,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,12,2024-06-07,2024-06-20,active,25,80.0,2.11,5226.5,0.0,310.02,0.0,0.0,5634.11,1692.25,3941.86,0,normal,0.0
4837,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,13,2024-06-21,2024-07-04,active,26,80.0,1.62,5226.5,0.0,0.0,0.0,0.0,5254.64,834.03,4420.61,0,normal,0.0
4838,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,14,2024-07-05,2024-07-18,active,26,80.0,2.82,5226.5,0.0,591.8,0.0,0.0,5738.92,1205.73,4533.19,0,normal,0.0
4839,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,15,2024-07-19,2024-08-01,active,27,80.0,0.0,5226.5,0.0,0.0,0.0,0.0,4966.86,1400.58,3566.28,0,normal,0.0
4840,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,16,2024-08-02,2024-08-15,active,27,80.0,1.12,5226.5,0.0,711.41,0.0,0.0,5711.84,1471.41,4240.43,0,normal,0.0
4841,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,17,2024-08-16,2024-08-29,active,28,80.0,1.9,5226.5,2279.89,1106.85,0.0,0.0,8325.95,1434.75,6891.2,0,normal,0.0
4842,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,18,2024-08-30,2024-09-12,active,28,80.0,1.21,5226.5,809.31,838.34,0.0,0.0,6561.86,1817.41,4744.45,0,normal,0.0
4843,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,19,2024-09-13,2024-09-26,active,29,80.0,0.0,5226.5,972.33,0.0,0.0,0.0,5905.5,1191.84,4713.65,0,normal,0.0
4844,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,20,2024-09-27,2024-10-10,active,29,80.0,0.0,5226.5,0.0,0.0,0.0,0.0,4808.88,1151.97,3656.91,0,normal,0.0
4845,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,21,2024-10-11,2024-10-24,active,30,80.0,0.0,5226.5,0.0,0.0,0.0,0.0,4865.94,1180.25,3685.68,0,normal,0.0
4846,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,22,2024-10-25,2024-11-07,active,30,80.0,0.92,5226.5,71.99,0.0,0.0,0.0,5076.58,1304.66,3771.93,0,normal,0.0
4847,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,23,2024-11-08,2024-11-21,active,31,80.0,0.0,5226.5,589.51,0.0,0.0,0.0,5549.69,1483.78,4065.91,0,normal,0.0
4848,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,24,2024-11-22,2024-12-05,active,31,80.0,1.09,5226.5,0.0,0.0,0.0,0.0,5153.93,899.12,4254.81,0,normal,0.0
4849,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,25,2024-12-06,2024-12-19,active,32,80.0,0.0,5226.5,0.0,376.32,0.0,0.0,5579.15,1147.69,4431.46,0,normal,0.0
4850,SYN-E00192,SYN-M0052,Sales,Account Executive,Austin,2,salaried,2022-05-04,,5226.5,26,2024-12-20,2025-01-02,active,32,80.0,1.9,5226.5,0.0,0.0,0.0,0.0,5191.38,1677.24,3514.14,0,normal,0.0
4851,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,1,2024-01-05,2024-01-18,active,96,77.97,2.27,48.14,0.0,0.0,0.0,0.0,3889.16,862.54,3026.63,0,normal,0.0
4852,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,2,2024-01-19,2024-02-01,active,97,70.77,4.79,48.14,0.0,0.0,0.0,0.0,3692.29,896.9,2795.39,0,normal,0.0
4853,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,3,2024-02-02,2024-02-15,active,97,78.72,3.17,48.14,0.0,0.0,0.0,0.0,3991.28,440.41,3550.87,0,normal,0.0
4854,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,4,2024-02-16,2024-02-29,active,98,78.98,3.77,48.14,0.0,0.0,0.0,0.0,4071.42,1030.21,3041.22,0,normal,0.0
4855,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,5,2024-03-01,2024-03-14,active,98,73.0,12.38,48.14,0.0,0.0,379.26,0.0,4655.55,1072.22,3583.33,0,normal,0.0
4856,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,6,2024-03-15,2024-03-28,active,99,75.88,1.39,48.14,0.0,0.0,0.0,0.0,3720.54,743.39,2977.15,0,normal,0.0
4857,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,7,2024-03-29,2024-04-11,active,99,73.09,6.46,48.14,0.0,0.0,0.0,0.0,3971.22,1188.11,2783.11,0,normal,0.0
4858,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,8,2024-04-12,2024-04-25,active,100,70.93,4.93,48.14,0.0,0.0,0.0,0.0,3767.07,968.4,2798.68,0,normal,0.0
4859,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,9,2024-04-26,2024-05-09,active,100,79.46,4.72,48.14,0.0,0.0,0.0,0.0,4211.14,809.98,3401.16,0,normal,0.0
4860,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,10,2024-05-10,2024-05-23,active,100,85.7,3.86,48.14,0.0,0.0,0.0,0.0,4472.18,756.67,3715.5,0,normal,0.0
4861,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,11,2024-05-24,2024-06-06,active,101,81.62,5.84,48.14,0.0,0.0,0.0,0.0,4355.84,1305.31,3050.53,0,normal,0.0
4862,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,12,2024-06-07,2024-06-20,active,101,78.85,1.43,48.14,0.0,0.0,0.0,0.0,3950.4,666.2,3284.2,0,normal,0.0
4863,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,13,2024-06-21,2024-07-04,active,102,73.09,1.27,48.14,0.0,0.0,0.0,0.0,3625.38,1218.63,2406.75,0,normal,0.0
4864,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,14,2024-07-05,2024-07-18,active,102,72.45,14.15,48.14,0.0,0.0,0.0,0.0,4555.34,891.15,3664.18,0,normal,0.0
4865,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,15,2024-07-19,2024-08-01,active,103,79.35,2.94,48.14,0.0,0.0,0.0,0.0,4018.91,1105.27,2913.64,0,normal,0.0
4866,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,16,2024-08-02,2024-08-15,active,103,68.97,0.57,48.14,0.0,0.0,0.0,0.0,3394.96,795.91,2599.06,0,normal,0.0
4867,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,17,2024-08-16,2024-08-29,active,104,72.9,6.0,48.14,0.0,0.0,0.0,0.0,3952.94,973.85,2979.08,0,normal,0.0
4868,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,18,2024-08-30,2024-09-12,active,104,78.17,4.79,48.14,0.0,0.0,0.0,0.0,4075.43,863.8,3211.64,0,normal,0.0
4869,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,19,2024-09-13,2024-09-26,active,105,69.25,9.82,48.14,0.0,0.0,0.0,0.0,4055.59,1005.5,3050.08,0,normal,0.0
4870,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,20,2024-09-27,2024-10-10,active,105,76.24,3.81,48.14,0.0,0.0,0.0,0.0,3916.9,981.96,2934.94,0,normal,0.0
4871,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,21,2024-10-11,2024-10-24,active,106,71.73,4.57,48.14,0.0,0.0,0.0,0.0,3834.4,953.95,2880.45,0,normal,0.0
4872,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,22,2024-10-25,2024-11-07,active,106,85.99,1.3,48.14,0.0,0.0,0.0,0.0,4209.05,815.34,3393.71,0,normal,0.0
4873,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,23,2024-11-08,2024-11-21,active,107,83.98,2.83,48.14,0.0,0.0,0.0,0.0,4413.61,1106.04,3307.57,0,normal,0.0
4874,SYN-E00193,SYN-M0050,Operations,Supervisor,Denver,3,hourly,2016-02-06,2024-12-14,48.14,24,2024-11-22,2024-12-05,active,107,78.69,7.98,48.14,0.0,0.0,0.0,0.0,4341.4,1083.51,3257.89,0,normal,0.0
4875,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,1,2024-01-05,2024-01-18,active,100,76.01,1.28,55.81,0.0,0.0,0.0,0.0,4328.74,1019.11,3309.64,0,normal,0.0
4876,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,2,2024-01-19,2024-02-01,active,100,84.07,6.25,55.81,0.0,0.0,0.0,0.0,5115.29,1441.16,3674.13,0,normal,0.0
4877,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,3,2024-02-02,2024-02-15,active,101,84.83,7.5,55.81,0.0,0.0,0.0,0.0,5372.43,1174.95,4197.48,0,normal,0.0
4878,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,4,2024-02-16,2024-02-29,active,101,74.0,16.9,55.81,0.0,0.0,0.0,0.0,5560.38,1351.23,4209.15,0,normal,0.0
4879,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,5,2024-03-01,2024-03-14,active,102,85.65,2.67,55.81,0.0,0.0,0.0,0.0,5101.58,1398.32,3703.26,0,normal,0.0
4880,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,6,2024-03-15,2024-03-28,active,102,72.05,2.22,55.81,0.0,0.0,0.0,0.0,4387.83,1012.94,3374.89,0,normal,0.0
4881,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,7,2024-03-29,2024-04-11,active,102,76.11,9.06,55.81,0.0,0.0,0.0,0.0,4967.26,1087.75,3879.51,0,normal,0.0
4882,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,8,2024-04-12,2024-04-25,active,103,82.9,14.78,55.81,0.0,0.0,0.0,0.0,5948.82,1596.1,4352.72,0,normal,0.0
4883,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,9,2024-04-26,2024-05-09,active,103,71.58,3.93,55.81,0.0,0.0,0.0,0.0,4415.24,716.12,3699.12,0,normal,0.0
4884,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,10,2024-05-10,2024-05-23,active,104,75.22,9.48,55.81,0.0,0.0,0.0,0.0,5037.21,1065.89,3971.33,0,normal,0.0
4885,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,11,2024-05-24,2024-06-06,active,104,80.42,3.67,55.81,0.0,0.0,0.0,0.0,4794.39,994.85,3799.54,0,normal,0.0
4886,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,12,2024-06-07,2024-06-20,active,105,77.91,1.91,55.81,0.0,0.0,0.0,0.0,4614.42,1174.18,3440.24,0,normal,0.0
4887,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,13,2024-06-21,2024-07-04,active,105,70.18,7.34,55.81,0.0,0.0,0.0,0.0,4560.1,915.87,3644.23,0,normal,0.0
4888,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,14,2024-07-05,2024-07-18,active,106,73.05,8.22,55.81,0.0,0.0,0.0,0.0,4788.04,1271.49,3516.55,0,normal,0.0
4889,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,15,2024-07-19,2024-08-01,active,106,72.2,3.51,55.81,0.0,0.0,0.0,0.0,4306.11,1255.99,3050.12,0,normal,0.0
4890,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,16,2024-08-02,2024-08-15,active,107,68.62,3.34,55.81,0.0,0.0,0.0,0.0,4038.35,739.28,3299.08,0,normal,0.0
4891,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,17,2024-08-16,2024-08-29,active,107,73.28,11.5,55.81,0.0,0.0,0.0,0.0,5172.06,1356.69,3815.37,0,normal,0.0
4892,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,18,2024-08-30,2024-09-12,active,108,70.59,3.55,55.81,0.0,0.0,0.0,0.0,4237.88,851.11,3386.76,0,normal,0.0
4893,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,19,2024-09-13,2024-09-26,active,108,74.71,4.42,55.81,0.0,0.0,0.0,0.0,4571.62,1276.25,3295.37,0,normal,0.0
4894,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,20,2024-09-27,2024-10-10,active,109,75.92,6.41,55.81,0.0,0.0,373.59,0.0,5063.4,1092.43,3970.98,0,normal,0.0
4895,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,21,2024-10-11,2024-10-24,active,109,79.54,0.52,55.81,0.0,0.0,0.0,0.0,4572.96,959.74,3613.22,0,normal,0.0
4896,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,22,2024-10-25,2024-11-07,active,109,74.98,4.4,55.81,0.0,0.0,0.0,0.0,4575.32,1261.41,3313.91,0,normal,0.0
4897,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,23,2024-11-08,2024-11-21,active,110,76.26,8.83,55.81,0.0,0.0,52.47,0.0,4940.3,958.6,3981.7,0,normal,0.0
4898,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,24,2024-11-22,2024-12-05,active,110,86.0,7.41,55.81,0.0,0.0,0.0,0.0,5359.65,1186.73,4172.93,0,normal,0.0
4899,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,25,2024-12-06,2024-12-19,active,111,72.84,0.84,55.81,0.0,0.0,0.0,0.0,4188.31,900.17,3288.14,0,normal,0.0
4900,SYN-E00194,SYN-M0052,Support,Technical Support,Chicago,3,hourly,2015-10-27,,55.81,26,2024-12-20,2025-01-02,active,111,73.79,6.84,55.81,0.0,0.0,0.0,0.0,4776.81,1384.46,3392.35,0,normal,0.0
4901,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,1,2024-01-05,2024-01-18,active,66,73.69,10.93,42.99,0.0,0.0,0.0,0.0,3812.64,964.65,2847.99,0,normal,0.0
4902,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,2,2024-01-19,2024-02-01,active,66,84.59,15.61,42.99,0.0,0.0,0.0,0.0,4657.18,1057.28,3599.89,0,normal,0.0
4903,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,3,2024-02-02,2024-02-15,active,66,71.29,4.43,42.99,0.0,0.0,0.0,0.0,3330.81,620.49,2710.32,0,normal,0.0
4904,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,4,2024-02-16,2024-02-29,active,67,70.65,0.58,42.99,0.0,0.0,0.0,0.0,3056.31,836.92,2219.39,0,normal,0.0
4905,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,5,2024-03-01,2024-03-14,active,67,72.29,6.04,42.99,0.0,0.0,0.0,0.0,3478.36,1073.26,2405.11,0,normal,0.0
4906,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,6,2024-03-15,2024-03-28,active,68,78.02,5.9,42.99,0.0,0.0,0.0,0.0,3661.83,750.16,2911.66,0,normal,0.0
4907,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,7,2024-03-29,2024-04-11,active,68,79.35,5.33,42.99,0.0,0.0,0.0,0.0,3850.26,1108.61,2741.65,0,normal,0.0
4908,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,8,2024-04-12,2024-04-25,active,69,75.91,5.96,42.99,0.0,0.0,0.0,0.0,3755.15,808.14,2947.01,0,normal,0.0
4909,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,9,2024-04-26,2024-05-09,active,69,77.67,7.91,42.99,0.0,0.0,0.0,0.0,7891.2,999.43,5892.34,1,duplicate_payment,3945.6
4910,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,10,2024-05-10,2024-05-23,active,70,79.61,11.06,42.99,0.0,0.0,0.0,0.0,4112.51,1016.08,3096.43,0,normal,0.0
4911,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,11,2024-05-24,2024-06-06,active,70,78.08,11.63,42.99,0.0,0.0,0.0,0.0,4216.43,1210.33,3006.09,0,normal,0.0
4912,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,12,2024-06-07,2024-06-20,active,71,79.76,1.56,42.99,0.0,0.0,0.0,-114.66,3346.88,680.98,2665.9,0,normal,0.0
4913,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,13,2024-06-21,2024-07-04,active,71,79.27,1.37,42.99,0.0,0.0,0.0,0.0,3586.59,888.43,2698.17,0,normal,0.0
4914,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,14,2024-07-05,2024-07-18,active,72,75.44,14.33,42.99,0.0,0.0,0.0,0.0,4228.52,736.95,3491.57,0,normal,0.0
4915,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,15,2024-07-19,2024-08-01,active,72,86.0,3.76,42.99,0.0,0.0,0.0,0.0,3909.95,800.87,3109.08,0,normal,0.0
4916,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,16,2024-08-02,2024-08-15,active,73,75.6,10.16,42.99,0.0,0.0,0.0,0.0,3820.65,989.62,2831.03,0,normal,0.0
4917,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,17,2024-08-16,2024-08-29,active,73,74.17,16.92,42.99,0.0,0.0,583.99,0.0,4861.39,802.14,4059.25,0,normal,0.0
4918,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,18,2024-08-30,2024-09-12,active,73,78.41,1.74,42.99,0.0,0.0,0.0,0.0,3561.36,1007.33,2554.03,0,normal,0.0
4919,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,19,2024-09-13,2024-09-26,active,74,70.96,7.21,42.99,0.0,0.0,0.0,0.0,3496.41,794.21,2702.2,0,normal,0.0
4920,SYN-E00195,SYN-M0062,Operations,Warehouse,Seattle,2,hourly,2018-08-17,,42.99,20,2024-09-27,2024-10-10,active,74,70.52,6.93,42.99,0.0,0.0,0.0,198.47,3744.67,1047.59,2697.07,0,normal,0.0
