rank,employee_id,pay_period_index,final_anomaly_score,risk_category,primary_reason,secondary_reason,gross_pay,expected_gross_pay,difference_from_expected,peer_context,rule_reason_codes,dollars_at_risk,anomaly_category,explanation,rule_pay_after_termination,rule_duplicate_signature,rule_nonpositive_active_pay,rule_negative_net_pay,rule_net_exceeds_gross,rule_extreme_overtime,rule_large_manual_adjustment,rule_pay_rate_change
44,SYN-E00059,5,0.15462804935396526,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,1806.51,1933.48,-126.97000000000003,3911.34,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
45,SYN-E00155,5,0.1530303470590144,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6213.67,5167.66,1046.0100000000002,4225.075,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
46,SYN-E00049,5,0.1521980965495385,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7829.3,7657.475,171.82499999999982,6470.6,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
47,SYN-E00236,5,0.1520902562156874,low,High combined anomaly score,Review recommended before treating the record as an approved exception,1716.16,2024.5249999999999,-308.3649999999998,2598.11,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
48,SYN-E00572,5,0.15182556334113942,low,High combined anomaly score,Review recommended before treating the record as an approved exception,5071.49,4713.6900000000005,357.7999999999993,5071.49,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
49,SYN-E00221,5,0.15097870629400603,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6185.29,5691.639999999999,493.65000000000055,6185.29,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
50,SYN-E00057,5,0.14761050563899086,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7117.36,5278.69,1838.67,6571.85,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
1,SYN-E00305,6,0.4235192389388716,medium,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,21253.46,8796.465,12456.994999999999,21253.46,none,12397.85,new_employee_large_payment,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
2,SYN-E00086,6,0.3587750611973265,medium,Rule flag: pay_rate_change,Review recommended before treating the record as an approved exception,10785.19,5947.66,4837.530000000001,10283.02,pay_rate_change,4733.96,incorrect_pay_rate,"Synthetic payroll record requires review: Rule flag: pay_rate_change. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,1
3,SYN-E00485,6,0.34037625516383796,low,Rule flag: pay_rate_change,Review recommended before treating the record as an approved exception,10283.02,5508.035,4774.985000000001,10283.02,pay_rate_change,4661.46,incorrect_pay_rate,"Synthetic payroll record requires review: Rule flag: pay_rate_change. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,1
4,SYN-E00558,6,0.28264998201383623,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7359.7,5362.165,1997.5349999999999,4107.58,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
5,SYN-E00518,6,0.2633374486931259,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,7415.86,3849.02,3566.8399999999997,5193.78,none,3707.93,duplicate_payment,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
6,SYN-E00163,6,0.26153144205899415,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,7518.32,3662.74,3855.58,10283.02,none,3759.16,duplicate_payment,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
7,SYN-E00396,6,0.2558464341659337,low,High combined anomaly score,Review recommended before treating the record as an approved exception,3810.12,3537.555,272.56500000000005,3810.12,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
8,SYN-E00480,6,0.2557817624812075,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,8854.7,5493.57,3361.130000000001,7003.4349999999995,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
9,SYN-E00486,6,0.2488253908897343,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7405.38,7111.655,293.72500000000036,3230.8500000000004,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
10,SYN-E00351,6,0.24721822290582895,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7891.06,4971.555,2919.505,4743.67,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
11,SYN-E00116,6,0.2363565388480791,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6683.98,4842.67,1841.3099999999995,3235.49,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
12,SYN-E00445,6,0.2203925398084297,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7868.22,7380.085,488.1350000000002,5058.17,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
13,SYN-E00028,6,0.2147395201979704,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7605.79,5449.85,2155.9399999999996,5346.72,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
14,SYN-E00499,6,0.2128715510228652,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7806.86,5448.155000000001,2358.704999999999,6193.135,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
15,SYN-E00157,6,0.20824623996017344,low,High combined anomaly score,Review recommended before treating the record as an approved exception,8512.63,6561.955,1950.6749999999993,7212.91,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
16,SYN-E00522,6,0.2056811325491582,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6959.65,5960.610000000001,999.039999999999,7212.91,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
17,SYN-E00166,6,0.2022395869794603,low,High combined anomaly score,Review recommended before treating the record as an approved exception,8708.64,6752.465,1956.1749999999993,8708.64,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
18,SYN-E00240,6,0.20217163349627285,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6592.83,6513.71,79.11999999999989,3028.97,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
19,SYN-E00119,6,0.20200123493710478,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,5342.84,2891.1000000000004,2451.74,3810.12,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
20,SYN-E00376,6,0.2005155238133382,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7029.52,5811.84,1217.6800000000003,5612.799999999999,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
21,SYN-E00585,6,0.19844001747151488,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,5703.31,6102.615,-399.3049999999994,2275.53,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
22,SYN-E00261,6,0.19775767193558427,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7563.33,7582.895,-19.56500000000051,4490.87,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
23,SYN-E00473,6,0.1970392950726756,low,Rule flag: pay_after_termination,Review recommended before treating the record as an approved exception,5896.4,5760.32,136.07999999999993,5896.4,pay_after_termination,0.0,pay_after_termination,"Synthetic payroll record requires review: Rule flag: pay_after_termination. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",1,0,0,0,0,0,0,0
24,SYN-E00437,6,0.19701873139652545,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7591.44,7517.280000000001,74.15999999999894,4325.94,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
25,SYN-E00232,6,0.19604188019972285,low,High combined anomaly score,Review recommended before treating the record as an approved exception,9229.59,9121.845000000001,107.74499999999898,9229.59,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
26,SYN-E00341,6,0.19264705500156196,low,High combined anomaly score,Review recommended before treating the record as an approved exception,8131.31,8119.43,11.88000000000011,5742.21,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
27,SYN-E00316,6,0.18841702300842214,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,3658.09,1939.975,1718.1150000000002,3230.8500000000004,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
28,SYN-E00198,6,0.1855237963505557,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7807.07,7692.105,114.96500000000015,4960.56,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
29,SYN-E00001,6,0.1737430554966648,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6656.53,6592.33,64.19999999999982,3599.94,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
30,SYN-E00040,6,0.17296958442724653,low,High combined anomaly score,Review recommended before treating the record as an approved exception,1663.25,2509.015,-845.7649999999999,2838.06,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
31,SYN-E00059,6,0.17118990777204804,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,1683.95,1911.775,-227.82500000000005,3984.47,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
32,SYN-E00039,6,0.16756274018351397,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7723.43,7685.4,38.030000000000655,5383.23,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
33,SYN-E00517,6,0.16426708626819475,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7648.4,6601.4,1047.0,7003.4349999999995,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
34,SYN-E00124,6,0.15606384639572457,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7634.56,7460.799999999999,173.76000000000113,5724.96,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
35,SYN-E00492,6,0.15530495103636494,low,High combined anomaly score,Review recommended before treating the record as an approved exception,3424.63,3355.29,69.34000000000015,3424.63,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
36,SYN-E00049,6,0.15421910257749982,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7754.22,7740.12,14.100000000000364,6413.245000000001,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
37,SYN-E00063,6,0.1519142139168476,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,2129.01,2201.9049999999997,-72.89499999999953,5440.97,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
38,SYN-E00038,6,0.15182904062819863,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7113.59,5795.85,1317.7399999999998,7113.59,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
39,SYN-E00416,6,0.1494078764330571,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6847.69,5963.37,884.3199999999997,5724.96,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
40,SYN-E00083,6,0.148406041318918,low,High combined anomaly score,Review recommended before treating the record as an approved exception,4539.1,3755.295,783.8050000000003,4539.1,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
41,SYN-E00594,6,0.14829491474897316,low,High combined anomaly score,Review recommended before treating the record as an approved exception,2146.48,2332.865,-186.38499999999976,3688.4300000000003,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
42,SYN-E00319,6,0.14811489854727303,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,5958.1,4276.655,1681.4450000000006,3833.215,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
43,SYN-E00398,6,0.1477681086470816,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6928.58,7066.365,-137.78499999999985,4457.34,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
44,SYN-E00553,6,0.14736432115135728,low,High combined anomaly score,Review recommended before treating the record as an approved exception,8113.86,8066.775,47.085000000000036,8113.86,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
45,SYN-E00081,6,0.14697814036091209,low,High combined anomaly score,Review recommended before treating the record as an approved exception,2036.14,1826.295,209.84500000000003,3685.9,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
46,SYN-E00073,6,0.14617430742110463,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,2120.19,2303.285,-183.0949999999998,4255.49,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
47,SYN-E00111,6,0.14592043293979873,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7310.37,7160.84,149.52999999999975,5440.97,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
48,SYN-E00180,6,0.1458933657933711,low,High combined anomaly score,Review recommended before treating the record as an approved exception,3879.98,3792.285,87.69500000000016,3363.525,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
49,SYN-E00230,6,0.14291052662606243,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7296.11,7137.8099999999995,158.30000000000018,5896.4,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
50,SYN-E00544,6,0.14117007660200354,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6710.23,6621.41,88.81999999999971,4458.785,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
1,SYN-E00454,7,0.4914487589447523,medium,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,17094.78,5766.85,11327.929999999998,10283.035,none,11280.09,gross_pay_spike,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
2,SYN-E00036,7,0.3543682628538306,medium,Rule flag: pay_rate_change,Review recommended before treating the record as an approved exception,9472.8,5201.245000000001,4271.5549999999985,6353.084999999999,pay_rate_change,4332.23,incorrect_pay_rate,"Synthetic payroll record requires review: Rule flag: pay_rate_change. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,1
3,SYN-E00125,7,0.3252486613975301,low,Rule flag: extreme_overtime,Elevated overtime hours contribute to payroll risk,4942.76,3679.93,1262.8300000000004,4779.25,extreme_overtime,0.0,normal,"Synthetic payroll record requires review: Rule flag: extreme_overtime. Elevated overtime hours contribute to payroll risk. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,1,0,0
4,SYN-E00024,7,0.32255437176301166,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,8894.25,4222.3150000000005,4671.9349999999995,7663.1,none,4851.41,retro_pay_outlier,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
5,SYN-E00273,7,0.2967703132725456,low,Rule flag: pay_rate_change,Review recommended before treating the record as an approved exception,8715.86,4842.535,3873.3250000000007,8715.86,pay_rate_change,3840.98,incorrect_pay_rate,"Synthetic payroll record requires review: Rule flag: pay_rate_change. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,1
6,SYN-E00016,7,0.29581726974098416,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,8200.18,3486.125,4714.055,8200.18,none,4783.44,new_employee_large_payment,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
7,SYN-E00507,7,0.2636969680949355,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,5575.86,3682.4700000000003,1893.3899999999994,4219.845,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
8,SYN-E00312,7,0.2618364040783041,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7694.07,4721.9400000000005,2972.129999999999,4392.54,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
9,SYN-E00452,7,0.25709506520664416,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6121.31,5257.12,864.1900000000005,3276.73,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
10,SYN-E00486,7,0.25657761754053127,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7236.44,7111.655,124.78499999999985,3368.745,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
11,SYN-E00628,7,0.25500040816861025,low,High combined anomaly score,Review recommended before treating the record as an approved exception,5292.96,5113.04,179.92000000000007,4696.02,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
12,SYN-E00305,7,0.23765355843656058,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,8935.56,8863.45,72.10999999999876,5936.4349999999995,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
13,SYN-E00547,7,0.23476319059009543,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7748.86,4795.305,2953.5549999999994,5327.365,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
14,SYN-E00325,7,0.22966637798293343,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6927.38,5481.535,1445.8450000000003,3295.64,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
15,SYN-E00261,7,0.22580524887013115,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7872.56,7574.93,297.6300000000001,4392.6,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
16,SYN-E00039,7,0.2222172911200121,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,8392.68,7744.32,648.3600000000006,5258.26,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
17,SYN-E00252,7,0.21787197384789647,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6745.13,5180.025,1565.1050000000005,3482.32,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
18,SYN-E00124,7,0.21646704546501305,low,High combined anomaly score,Review recommended before treating the record as an approved exception,8259.9,7599.085,660.8149999999996,5738.4,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
19,SYN-E00341,7,0.2023845149721662,low,High combined anomaly score,Review recommended before treating the record as an approved exception,8207.48,8131.355,76.125,5751.415,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
20,SYN-E00437,7,0.19549719162305446,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7535.36,7552.88,-17.520000000000437,4358.9,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
21,SYN-E00445,7,0.19243501605808014,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7861.08,7502.695,358.3850000000002,5814.61,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
22,SYN-E00240,7,0.1851238259145619,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6602.55,6524.3099999999995,78.24000000000069,3102.08,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
23,SYN-E00398,7,0.18496269848787705,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7577.07,7121.53,455.53999999999996,5309.47,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
24,SYN-E00301,7,0.18133660323273493,low,Gross pay changed sharply versus prior payroll history,Elevated overtime hours contribute to payroll risk,4463.85,2962.495,1501.3550000000005,4164.73,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Elevated overtime hours contribute to payroll risk. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
